epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.1785714328289032,0.0010000000474974513,2.380249261856079,0.375,1.7084336280822754
1,0.3482142984867096,0.0010000000474974513,1.6805365085601807,0.5625,1.427887201309204
2,0.5892857313156128,0.0010000000474974513,1.262237310409546,0.6875,1.265383005142212
3,0.6517857313156128,0.0010000000474974513,0.9172954559326172,0.625,1.1752402782440186
4,0.7142857313156128,0.0010000000474974513,0.7923123240470886,0.625,1.0990653038024902
5,0.7142857313156128,0.0010000000474974513,0.8246694803237915,0.6875,0.9996871948242188
6,0.7589285969734192,0.0010000000474974513,0.8041842579841614,0.71875,0.9053404331207275
7,0.8660714030265808,0.0010000000474974513,0.5045517086982727,0.71875,0.8228682279586792
8,0.875,0.0010000000474974513,0.4314812123775482,0.71875,0.7608034014701843
9,0.8571428656578064,0.0010000000474974513,0.5269695520401001,0.75,0.7231374979019165
10,0.8482142686843872,0.0010000000474974513,0.47395631670951843,0.78125,0.7179199457168579
11,0.875,0.0010000000474974513,0.3646346926689148,0.78125,0.7221709489822388
12,0.8035714030265808,0.0010000000474974513,0.4927600920200348,0.75,0.6991917490959167
13,0.9285714030265808,0.0010000000474974513,0.3005780279636383,0.75,0.6719415187835693
14,0.8660714030265808,0.0010000000474974513,0.3373732566833496,0.71875,0.6501747369766235
15,0.9196428656578064,0.0010000000474974513,0.31705766916275024,0.71875,0.6327710151672363
16,0.9285714030265808,0.0010000000474974513,0.256879061460495,0.84375,0.606309711933136
17,0.8839285969734192,0.0010000000474974513,0.33225148916244507,0.875,0.5701583623886108
18,0.9107142686843872,0.0010000000474974513,0.3205900192260742,0.875,0.5348370671272278
19,0.9464285969734192,0.0010000000474974513,0.2281307429075241,0.84375,0.5144415497779846
20,0.8660714030265808,0.0010000000474974513,0.33234304189682007,0.84375,0.49865201115608215
21,0.875,0.0010000000474974513,0.3073456883430481,0.875,0.47758033871650696
22,0.875,0.0010000000474974513,0.2684558629989624,0.875,0.46385377645492554
23,0.8839285969734192,0.0010000000474974513,0.33654066920280457,0.875,0.43921852111816406
24,0.8928571343421936,0.0010000000474974513,0.3320830464363098,0.875,0.4194698631763458
25,0.9464285969734192,0.0010000000474974513,0.2152530401945114,0.875,0.40314915776252747
26,0.9553571343421936,0.0010000000474974513,0.15000788867473602,0.875,0.3790639638900757
27,0.9017857313156128,0.0010000000474974513,0.24691924452781677,0.875,0.3605267405509949
28,0.9464285969734192,0.0010000000474974513,0.2129163295030594,0.875,0.34109580516815186
29,0.9375,0.0010000000474974513,0.2032010555267334,0.875,0.32475996017456055
30,0.9642857313156128,0.0010000000474974513,0.174508735537529,0.875,0.30478623509407043
31,0.9285714030265808,0.0010000000474974513,0.26063138246536255,0.875,0.29295361042022705
32,0.9553571343421936,0.0010000000474974513,0.17893801629543304,0.90625,0.282251238822937
33,0.9642857313156128,0.0010000000474974513,0.16304528713226318,0.90625,0.2725921869277954
34,0.9285714030265808,0.0010000000474974513,0.24566100537776947,0.90625,0.2608034610748291
35,0.9285714030265808,0.0010000000474974513,0.2410120666027069,0.90625,0.2549804449081421
36,0.9642857313156128,0.0010000000474974513,0.15257398784160614,0.90625,0.25039142370224
37,0.9196428656578064,0.0010000000474974513,0.19695045053958893,0.90625,0.2549839913845062
38,0.9642857313156128,0.0010000000474974513,0.1633298695087433,0.875,0.2660772502422333
39,0.8928571343421936,0.0010000000474974513,0.33700624108314514,0.875,0.2751164138317108
40,0.9553571343421936,0.0005000000237487257,0.13621900975704193,0.90625,0.27868252992630005
41,0.9285714030265808,0.0005000000237487257,0.18613360822200775,0.90625,0.27723729610443115
42,0.9285714030265808,0.0005000000237487257,0.20410719513893127,0.90625,0.27007508277893066
43,0.9464285969734192,0.0002500000118743628,0.16639010608196259,0.90625,0.2645825147628784
44,0.9553571343421936,0.0002500000118743628,0.16903649270534515,0.90625,0.26066190004348755
45,0.9464285969734192,0.0002500000118743628,0.17904973030090332,0.90625,0.2570872902870178
46,0.9732142686843872,0.0001250000059371814,0.12148772180080414,0.90625,0.25250107049942017
